protected,verified,location,followers_count,following_count,tweet_count,isFraud,un_no_of_char,un_special_char,un_uppercase,name_no_of_char,name_special_char,name_uppercase,des_no_of_usertags,des_no_of_hashtags,des_external_links,has_description,account_age_in_days,average_tweets_per_day
0,1,1,581894,27106,63781,0,15,0,1,19,0,1,0,0,1,1,4462,14.294262662483192
0,1,1,3975144,48,156,0,12,1,1,12,0,1,0,0,0,1,3494,0.044647967945048654
0,1,1,6023418,711,12848,0,10,0,0,9,0,1,1,0,1,0,4838,2.655642827614717
0,1,1,4927718,905,10780,0,10,0,0,11,0,1,0,0,0,1,4876,2.2108285479901557
0,1,1,3642214,646,30204,0,13,0,1,12,0,1,0,0,0,1,4531,6.666078128448466
0,1,1,4377211,13,3355,0,11,0,0,8,0,1,0,0,0,1,4549,0.7375247307100462
0,1,1,4161642,93,2365,0,12,0,1,13,0,1,0,1,0,1,4846,0.4880313660751135
0,1,1,7216350,404,15464,0,8,0,0,9,0,1,0,0,0,1,4477,3.4540987268259995
0,1,1,10995218,36,5406,0,9,0,0,10,0,1,0,0,0,1,5000,1.0812
0,1,1,10849351,543,31746,0,7,0,1,8,0,1,0,0,0,1,4874,6.5133360689372175
0,1,1,4127533,152,3479,0,9,0,1,4,0,1,0,0,0,1,3876,0.8975748194014448
0,1,1,2788042,1329,16483,0,15,0,1,16,0,1,0,2,0,1,4687,3.516748453168338
0,1,1,5664357,750,30681,0,12,0,1,11,0,1,0,0,0,1,4923,6.232175502742231
0,1,1,6487416,4579,28694,0,4,0,0,4,0,0,0,1,0,1,6045,4.746732837055418
0,1,1,4797121,113,6769,0,12,0,0,13,0,1,0,0,0,0,4956,1.365819209039548
0,0,1,4043883,627,19019,0,13,0,0,15,0,1,0,0,0,1,4971,3.8259907463287064
0,1,1,3395380,643,11536,0,8,0,0,17,0,1,1,0,0,1,4828,2.3893951946975975
0,1,1,2866140,2633,50024,0,6,0,1,18,1,0,0,2,0,1,4954,10.097698829228905
0,1,1,3986577,643,21902,0,6,0,1,32,0,1,3,0,0,1,4862,4.504730563554093
0,1,1,2740580,920,19633,0,8,0,1,9,0,1,0,0,0,1,4982,3.9407868325973503
0,1,1,4301679,121,1689,0,13,0,1,14,0,1,0,0,0,0,4103,0.4116500121862052
0,1,1,5284104,119,8690,0,8,0,0,16,0,1,0,0,0,1,4699,1.8493296446052352
0,1,1,2635503,1286,17886,0,6,0,0,8,0,1,1,4,0,1,5280,3.3875
0,1,1,5276940,1935,45063,0,9,1,0,18,0,1,0,0,0,1,4898,9.200285830951408
0,1,1,3369585,2659,6963,0,14,0,0,15,1,0,0,0,0,0,4916,1.4163954434499593
0,1,1,2754310,789,3798,0,15,0,1,10,0,1,0,0,0,1,4638,0.8188874514877102
0,1,1,8673299,9,870,0,13,1,1,18,0,1,1,0,0,1,3922,0.22182559918408976
0,1,1,3477106,1808,65906,0,10,0,0,11,0,1,0,0,0,1,4495,14.662068965517241
0,1,1,2634301,7348,47195,0,5,0,0,5,0,1,0,0,0,1,5002,9.435225909636145
0,1,1,3424721,45,1431,0,14,1,1,14,0,1,0,0,0,0,2688,0.5323660714285714
0,1,1,5379539,876,15252,0,6,0,0,6,0,1,0,0,1,1,5086,2.998820290994888
0,0,1,3722295,658,44441,0,11,0,0,13,0,1,3,0,0,1,4790,9.277870563674322
0,1,1,3750970,733,14343,0,15,0,1,10,0,1,0,0,0,1,4499,3.188041787063792
0,1,1,15869703,203,7795,0,15,1,1,20,0,1,0,0,0,1,4752,1.6403619528619529
0,1,1,18189875,93,3764,0,7,0,1,13,0,1,2,0,0,1,3279,1.1479109484598964
0,1,1,3457834,4554,9802,0,13,0,1,14,0,1,0,0,0,0,4979,1.968668407310705
0,1,1,2909643,9199,14580,0,11,0,0,12,0,1,0,0,1,1,4788,3.045112781954887
0,1,1,4709061,261,42884,0,10,0,0,9,0,1,0,0,0,1,4974,8.6216324889425
0,1,1,4483964,163,1474,0,6,0,0,5,0,1,0,0,1,1,3077,0.47903802404939877
0,1,1,4160930,125,794,0,10,1,1,14,0,1,0,0,0,0,4539,0.17492839832562238
0,1,1,2537458,1534,10343,0,11,0,1,12,0,1,0,0,0,1,4987,2.07399238018849
0,1,1,5004197,2976,9293,0,10,1,1,10,0,1,2,0,1,1,4344,2.1392725598526705
0,1,1,8206735,5648,47896,0,9,0,0,10,0,1,0,0,1,1,5093,9.40428038484194
0,1,1,3118535,148,2094,0,7,0,1,3,0,1,0,0,0,1,4460,0.4695067264573991
0,1,1,2901890,36,5614,0,13,0,1,13,0,0,0,2,1,1,4576,1.2268356643356644
0,1,1,2359919,1105,23413,0,14,0,1,15,0,1,0,0,1,1,4649,5.03613680361368
0,1,1,7733745,276,13418,0,9,0,1,12,0,1,0,0,0,0,4853,2.7648876983309294
0,1,1,7955814,346,17037,0,12,0,0,13,0,0,0,0,0,1,4918,3.464213094753965
0,1,1,2879055,867,21682,0,11,0,1,11,0,1,0,0,0,1,4469,4.851644663235623
0,1,1,9149190,126,7942,0,10,0,1,11,0,1,1,0,0,1,4722,1.6819144430326134
0,1,1,4749885,617,35679,0,14,0,1,12,0,1,1,0,1,1,4623,7.717715768981181
0,1,1,5900400,187,9727,0,8,0,0,12,0,1,0,0,0,1,3673,2.6482439422815136
0,1,1,3082263,1591,37007,0,10,0,0,11,0,1,1,0,0,1,4492,8.238423864648263
0,1,1,5144041,889,35456,0,7,0,0,8,0,0,0,0,1,1,4478,7.917820455560518
0,1,1,5666426,16149,8721,0,14,0,1,15,0,1,4,0,0,1,4765,1.8302203567681008
0,1,1,3518814,501,8748,0,10,0,1,11,0,1,1,0,0,1,4111,2.127949404037947
0,1,1,1091647,7836,90380,0,14,0,1,15,0,1,1,0,0,1,4955,18.2401614530777
0,1,1,2968704,629,23214,0,9,0,0,13,0,1,0,0,0,1,4980,4.66144578313253
0,1,1,4216262,338,18846,0,13,0,0,14,0,1,1,0,1,1,4433,4.2512970900067675
0,1,1,8867099,3399,18340,0,10,0,0,2,0,0,0,0,1,1,4845,3.785345717234262
0,1,1,2653909,244,9217,0,10,0,1,11,0,1,0,0,0,1,4813,1.9150218159152297
0,1,1,4099693,443,38717,0,8,1,0,11,0,0,0,0,0,0,4105,9.431668696711327
0,1,1,4045165,519,11416,0,11,0,0,16,0,1,0,0,0,1,4504,2.5346358792184724
0,1,1,6157927,33,5197,0,9,0,1,9,0,1,0,0,1,1,4284,1.2131185807656395
0,1,1,8987656,167,64971,0,12,0,0,13,0,1,0,0,1,1,4755,13.663722397476342
0,1,1,4398907,343,18373,0,9,0,0,13,0,1,0,0,0,1,4551,4.0371346956712815
0,0,1,457,1,1,0,13,0,0,12,0,1,0,0,0,1,2347,0.00042607584149978694
0,1,1,5408348,1038,19605,0,5,0,1,12,0,1,0,0,0,1,4184,4.685707456978967
0,1,1,17130394,856,7954,0,14,0,1,13,0,1,1,1,0,1,4883,1.6289166496006553
0,1,1,4526981,105,3822,0,8,0,1,9,0,1,1,0,0,1,4470,0.8550335570469799
0,1,1,7884316,221,1410,0,13,0,1,14,0,1,0,0,0,1,4350,0.32413793103448274
0,1,1,4239075,206,24650,0,13,1,0,18,0,1,0,0,0,1,4534,5.436700485222762
0,1,1,2250823,108,588,0,10,0,0,15,0,1,0,0,1,0,4875,0.12061538461538461
0,1,1,3619517,213,1555,0,6,0,1,15,0,1,0,0,1,1,4006,0.38816774837743384
0,1,1,7008163,503,24436,0,8,0,0,9,0,1,0,0,1,1,4306,5.674872271249419
0,1,1,5486591,210,9134,0,10,0,0,11,0,1,0,0,0,1,4622,1.9762007788836002
0,1,1,5191261,769,14845,0,10,0,0,11,0,1,0,1,0,1,4925,3.0142131979695432
0,1,1,3598218,335,52368,0,11,0,0,15,0,1,0,0,0,1,3681,14.226568867155665
0,1,1,2766513,1592,59146,0,12,0,1,13,0,1,0,0,0,1,4987,11.860036093843995
0,1,1,2002725,10183,74153,0,11,0,0,12,0,1,4,0,0,1,4865,15.24213771839671
0,1,1,7253689,30,13109,0,13,0,0,20,0,1,1,0,0,1,4136,3.169487427466151
0,1,1,4095037,6,606,0,6,0,1,10,0,1,1,0,0,1,633,0.957345971563981
0,1,1,3591026,268,1804,0,12,0,0,13,0,1,0,0,1,1,4715,0.3826086956521739
0,1,1,16723906,0,4647,0,9,0,0,10,0,1,0,0,0,1,4247,1.0941841299740993
0,1,1,3512467,926,9672,0,8,0,1,12,0,1,0,0,1,1,5225,1.8511004784688996
0,1,1,2826325,0,1446,0,13,0,1,6,0,1,0,2,0,0,4525,0.31955801104972376
0,1,1,4055095,56,25366,0,13,0,1,14,0,1,0,1,0,1,4541,5.585994274388901
0,0,1,2217234,1,173,0,13,0,0,6,0,1,0,0,0,1,4814,0.03593685085168259
0,1,1,3709996,44220,23227,0,12,0,1,9,0,1,4,0,0,0,3757,6.182326324194836
0,1,1,5861046,981,75103,0,14,0,1,12,0,1,0,0,0,1,4681,16.04422132023072
0,1,1,9114917,145,5906,0,14,0,1,14,0,1,0,0,0,0,4541,1.3005945826910372
0,1,1,2669199,568,23686,0,11,0,1,12,0,1,3,0,0,1,4597,5.152490754840113
0,1,1,3018401,76,15096,0,10,0,1,11,0,1,1,0,0,0,5482,2.7537395111273257
0,1,1,8977977,656,75505,0,15,0,0,16,0,1,0,0,0,1,4835,15.616339193381593
0,1,1,2684771,6,442,0,4,0,0,11,0,1,0,1,0,1,5687,0.07772111834007385
0,1,1,8371740,475,4158,0,15,0,0,11,0,1,0,0,0,1,4277,0.972176759410802
0,1,1,4484847,1001,29945,0,13,0,0,15,0,1,0,0,0,1,4244,7.055843543826579
0,1,1,3009034,153,5237,0,12,0,0,13,0,1,1,0,1,1,4923,1.063782246597603
0,1,1,3765029,131,19015,0,12,1,1,12,0,1,0,0,1,1,5259,3.615706408062369
0,1,1,4094983,251,33764,0,9,0,1,15,0,1,0,0,0,0,3762,8.975013290802764
0,1,1,16208415,730,2134,0,10,0,1,11,0,1,1,0,0,1,3799,0.5617267702026849
0,1,1,9269852,94,955,0,11,1,0,4,0,0,0,0,0,1,3444,0.2772938443670151
0,1,1,2357081,161,7142,0,13,0,0,15,0,1,0,0,0,1,5240,1.3629770992366412
0,1,1,2635553,595,16638,0,11,1,1,11,0,1,1,0,1,1,4869,3.417128773875539
0,1,1,4021233,188,36447,0,4,0,0,4,0,1,0,0,0,1,4588,7.943984306887533
0,1,1,3563767,6968,77002,0,13,1,1,13,0,1,5,0,0,1,4944,15.574838187702266
0,1,1,3751836,437,23688,0,12,0,1,13,0,1,0,0,0,1,4830,4.904347826086957
0,1,1,3761259,1309,17819,0,11,0,0,17,0,1,0,0,0,1,4661,3.822999356361296
0,1,1,3070910,69,39462,0,14,0,1,10,0,1,0,0,0,1,5267,7.492310613252326
0,1,1,4177873,488,1543,0,11,0,1,14,0,0,3,0,0,1,4092,0.3770772238514174
0,1,1,7174542,3872,150055,0,5,0,1,11,0,0,2,0,0,0,4996,30.035028022417933
0,1,1,3880680,326482,6207,0,10,0,0,11,0,1,0,0,0,0,4940,1.2564777327935224
0,1,1,6102939,519,121982,0,6,0,0,11,0,0,0,0,0,0,4684,26.042271562766867
0,0,1,4173912,1225,164951,0,13,0,1,8,0,1,0,0,0,0,4026,40.97143566815698
0,1,1,3919312,440,9436,0,15,1,1,15,0,1,0,0,0,1,4768,1.979026845637584
0,1,1,3960167,1060,21969,0,11,0,1,4,0,1,1,1,0,1,4912,4.472516286644951
0,1,1,7427069,9,4345,0,15,0,1,27,0,0,0,0,1,1,3881,1.1195568152538005
0,0,1,2662516,299,4337,0,10,0,1,18,0,1,0,0,0,1,4990,0.8691382765531062
0,1,1,5327229,223,12731,0,12,0,1,20,0,1,0,0,0,1,4261,2.9877962919502465
0,1,1,5041242,130,2009,0,15,0,1,22,0,1,5,0,0,1,3489,0.5758096875895672
0,1,1,3932867,372,10203,0,4,0,1,16,0,1,4,0,0,1,4457,2.289207987435495
0,1,1,3634871,2827,14675,0,11,0,1,18,0,1,0,0,0,1,5595,2.622877569258266
0,1,1,2177011,158,1294,0,13,0,0,19,0,1,0,0,0,1,4944,0.26173139158576053
0,1,1,3762997,2268,29872,0,12,0,0,13,0,1,0,0,0,1,4601,6.492501630080417
0,1,1,3282320,1391,56546,0,15,0,1,15,0,1,0,0,0,1,4648,12.16566265060241
0,1,1,3009420,11,167,0,5,0,0,7,0,1,0,0,0,1,4938,0.033819360064803565
0,1,1,1958073,189,26313,0,9,0,1,10,0,1,2,0,0,0,5030,5.231212723658052
0,1,1,115169957,128,20147,0,8,0,0,9,0,1,0,0,0,1,4876,4.131870385561936
0,1,1,3154622,416,9788,0,8,0,0,20,0,1,1,0,0,1,4870,2.0098562628336754
0,1,1,7044623,11686,96548,0,12,0,1,13,0,1,0,1,1,1,4525,21.336574585635358
0,1,1,2645797,380,5678,0,9,0,0,10,0,1,0,0,0,1,4876,1.16447908121411
0,0,1,4143844,678,23785,0,14,0,0,15,0,1,0,0,0,1,4636,5.130500431406385
0,0,1,3071572,646,27600,0,10,0,1,11,0,1,0,0,0,1,4757,5.801976035316376
0,1,1,3390215,331,8984,0,10,0,1,18,0,1,0,0,1,1,5002,1.7960815673730508
0,1,1,21234271,42,2580,0,6,0,1,12,0,1,0,0,0,1,4597,0.5612355884272352
0,1,1,2212962,1366,18747,0,10,0,0,10,0,1,0,0,0,1,5044,3.7166931007137194
0,1,1,2967231,538,4511,0,11,0,0,12,0,1,1,0,0,1,4505,1.0013318534961155
0,1,1,3333806,4026,36587,0,15,0,1,9,0,1,0,0,0,1,4900,7.466734693877551
0,1,1,4363011,47,586,0,6,0,0,6,0,1,0,0,1,0,4478,0.13086199196069673
0,1,1,3843544,335,16576,0,6,0,0,14,0,1,0,0,0,1,4800,3.453333333333333
0,1,1,2787596,239,11943,0,7,0,1,7,0,1,0,1,0,0,4936,2.4195705024311183
0,1,1,4769368,37,1626,0,10,0,0,11,0,1,0,0,0,0,5001,0.3251349730053989
0,1,1,2703466,15,3079,0,10,0,0,11,0,0,0,0,0,1,4972,0.6192679002413516
0,1,1,5660719,495,13911,0,12,0,0,6,1,1,0,2,0,0,4882,2.8494469479721425
0,1,1,3161442,403,29608,0,14,0,0,15,0,1,0,0,0,1,4608,6.425347222222222
0,1,1,3382206,477,14125,0,10,0,1,17,0,1,0,0,0,1,4909,2.8773680994092485
0,1,1,3183408,2,909,0,13,0,1,10,0,1,0,0,0,0,4483,0.20276600490742805
0,1,1,3656441,223,92352,0,5,0,0,5,0,0,1,0,0,1,4811,19.19600914570775
0,1,1,3225193,76,2098,0,11,0,1,5,0,1,0,0,1,1,4965,0.42255790533736154
0,1,1,2674269,6655,19034,0,10,0,0,14,0,1,1,0,0,1,4443,4.28404231375197
0,1,1,6948979,691,5993,0,10,0,0,17,0,1,0,0,0,1,4911,1.220321726735899
0,1,1,3436515,101,2018,0,10,0,0,9,0,1,1,0,0,1,4565,0.4420591456736035
0,1,1,11853033,463,11597,0,10,0,1,11,0,1,0,0,0,1,4867,2.3827820012327923
0,1,1,3148827,28245,15358,0,11,0,1,11,0,1,0,0,0,1,4981,3.0833166030917485
0,1,1,4467758,203,5902,0,11,0,0,12,0,0,0,0,0,1,4637,1.2728056933362089
0,1,1,4468665,298,22507,0,13,0,1,5,0,1,0,0,0,1,4078,5.519127023050515
0,1,1,6882616,0,2777,0,12,0,1,12,0,1,0,0,0,1,4394,0.6319981793354574
0,1,1,2739829,376,4830,0,12,0,1,13,0,1,9,0,0,0,4931,0.9795173392820928
0,1,1,3291846,1358,22353,0,11,0,0,18,0,1,0,0,0,1,4572,4.889107611548557
0,1,1,2424729,776,40363,0,8,0,0,14,0,1,1,0,0,1,5183,7.787574763650396
0,1,1,4242910,877,2421,0,12,0,1,13,0,0,1,0,1,1,4455,0.5434343434343434
0,1,1,5548403,890,34731,0,15,0,0,16,0,0,1,0,0,1,4371,7.945778997940975
0,1,1,3384370,526,10911,0,10,0,0,13,0,1,0,0,1,1,4863,2.243676742751388
0,1,1,2433560,577,59186,0,13,1,1,15,0,0,0,0,0,1,3896,15.191478439425051
0,1,1,4716151,33877,25565,0,11,0,1,12,0,1,0,0,0,1,4865,5.254881808838643
0,1,1,4477451,173,2515,0,7,0,1,16,0,1,3,0,0,1,4506,0.558144695960941
0,1,1,2551595,1706,8848,0,13,0,1,15,0,1,0,0,0,1,4599,1.9238964992389649
0,1,1,2419078,965,41456,0,13,0,1,14,0,1,0,0,0,1,5000,8.2912
0,1,1,2868423,12729,6177,0,12,0,0,1,0,1,0,0,0,1,4202,1.4700142789148025
0,1,1,4908244,269,41859,0,13,1,1,13,0,1,0,1,0,1,4489,9.32479394074404
0,1,1,3187064,1088,11700,0,11,0,1,12,0,1,0,0,0,0,5081,2.3026963196221217
0,1,1,4070274,361,29092,0,15,0,1,15,0,1,0,0,0,1,4552,6.39103690685413
0,1,1,2222093,1140,22632,0,15,0,1,16,0,1,0,0,0,1,4931,4.589738389778949
0,1,1,3312680,3900,20704,0,11,0,1,11,0,0,0,1,0,0,4941,4.190244889698442
0,1,1,7712398,33518,24688,0,12,0,1,13,0,1,0,0,0,1,4632,5.329879101899827
0,1,1,4945335,50,15140,0,10,0,0,11,0,1,1,0,1,0,4871,3.1081913364812155
0,1,1,2244406,286,2452,0,11,0,1,16,0,1,0,0,0,1,4545,0.5394939493949394
0,1,1,2614950,354,1966,0,11,0,0,12,0,1,0,0,0,1,4789,0.41052411776988934
0,1,1,3233006,439,3633,0,11,0,1,12,0,1,0,0,0,1,4414,0.8230629814227458
0,1,1,2790330,177,7434,0,9,0,1,14,0,0,0,0,0,1,4096,1.81494140625
0,0,1,2524124,938,15077,0,8,1,0,17,0,1,0,0,0,1,4859,3.1029018316526034
0,1,1,2295903,63,2396,0,14,0,1,11,0,1,0,0,1,1,4391,0.5456615805055796
0,0,1,3454911,470,13670,0,11,0,0,13,0,1,0,0,1,0,4406,3.1025873808443034
0,0,1,742768,161650,111228,0,15,0,0,18,0,1,0,0,0,1,4407,25.238938053097346
0,1,1,2864282,1039,30156,0,9,0,1,18,0,1,0,1,1,1,4647,6.489347966429955
0,1,1,4078812,843,2958,0,11,0,1,12,0,1,0,0,1,0,4650,0.6361290322580645
0,1,1,3065403,426,22579,0,8,0,1,8,0,1,0,0,0,1,4229,5.339087254670135
0,1,1,2373388,99,632,0,10,0,1,20,0,1,0,0,0,0,4304,0.14684014869888476
0,1,1,2498525,613,15524,0,7,0,0,5,0,1,0,1,0,1,4770,3.2545073375262055
0,1,1,3183721,794,82775,0,12,0,1,13,0,1,2,5,0,1,5189,15.952013875505878
0,1,1,2342766,886,16507,0,11,0,0,10,0,1,2,2,0,1,4967,3.323334004429233
0,1,1,3867406,302,13995,0,12,1,1,15,0,1,0,1,0,1,4958,2.8227107704719643
0,1,1,5692279,309,10075,0,7,0,0,8,0,1,0,0,1,1,5001,2.0145970805838833
0,1,1,3282601,150,5149,0,9,0,1,19,0,1,1,0,1,1,4800,1.0727083333333334
0,1,1,3257507,41,918,0,11,1,1,11,0,1,0,0,0,1,5159,0.1779414615235511
0,0,1,4599462,296,7200,0,10,0,1,10,0,1,1,0,0,1,4443,1.6205266711681297
0,1,1,2208793,513,5568,0,11,0,0,12,0,1,0,0,0,1,4992,1.1153846153846154
0,1,1,4539933,21898,13333,0,12,0,1,13,0,1,4,1,0,1,3650,3.652876712328767
0,1,1,2608998,1062,40948,0,10,0,0,13,0,1,0,0,0,1,5548,7.380677721701514
0,1,1,14364151,273,5720,0,14,0,1,8,0,1,0,0,0,1,4134,1.3836477987421383
0,1,1,3924074,3186,36190,0,13,0,1,12,1,0,0,0,0,0,4866,7.437320180846691
0,1,1,2631358,1622,10032,0,3,0,0,9,0,1,0,0,0,1,6045,1.6595533498759305
0,1,1,2871639,2321,36354,0,10,0,1,13,0,1,0,0,0,1,4714,7.711921934662707
0,1,1,2284659,1671,8883,0,12,0,1,9,0,1,0,0,1,1,4844,1.833815028901734
0,1,1,2119483,837,4439,0,11,0,0,12,0,1,0,0,0,1,4921,0.9020524283682179
0,1,1,2428562,422,1285,0,10,0,1,11,0,1,2,0,0,1,3730,0.3445040214477212
0,1,1,3614170,2275,73606,0,10,0,1,13,0,1,2,1,1,1,4874,15.101764464505539
0,1,1,2400496,216,24583,0,7,0,1,11,0,1,0,0,0,1,4791,5.1310791066583175
0,1,1,3729336,951,27985,0,12,0,1,13,0,1,0,0,0,1,5106,5.480806893850372
0,0,1,4779365,2432,22739,0,8,1,1,8,0,1,0,0,1,0,4904,4.636827079934747
0,1,1,3936814,502,13195,0,15,0,0,17,0,0,1,1,1,1,4921,2.681365576102418
0,1,1,3001700,75,6110,0,7,0,0,3,0,0,0,0,0,0,4671,1.308071076857204
0,1,1,2517694,525,29,0,11,1,0,10,0,1,0,0,0,1,4108,0.007059396299902629
0,1,1,4270688,17,6081,0,13,0,1,14,0,1,0,0,0,1,4770,1.2748427672955975
0,1,1,2312050,788,6048,0,13,0,1,11,0,1,2,0,0,1,4974,1.2159227985524728
0,1,1,2319563,1369,9545,0,11,0,0,12,0,1,1,0,1,1,4866,1.9615700780928895
0,1,1,10001758,291,23893,0,13,0,0,14,0,0,0,0,0,1,4917,4.8592637787268655
0,1,1,6035946,138,2580,0,7,0,1,8,0,1,2,0,0,1,4905,0.5259938837920489
0,1,1,4878163,574,8131,0,10,0,1,11,0,0,0,0,0,1,4138,1.9649589173513775
0,1,1,2751249,293,9250,0,8,0,0,16,0,1,0,0,0,1,4590,2.0152505446623095
0,1,1,2463485,137718,10376,0,13,0,0,14,0,1,0,0,0,1,4528,2.291519434628975
0,1,1,3186142,2900,21062,0,11,0,1,12,0,1,1,0,0,0,5606,3.757046022119158
0,1,1,2130594,303,14539,0,15,1,1,15,0,1,0,0,0,1,4955,2.934207870837538
0,1,1,5800721,14,41158,0,13,0,0,15,0,1,1,0,0,0,5136,8.013629283489097
0,1,1,3080078,136,2849,0,14,0,1,15,0,1,0,0,0,1,4272,0.6669007490636704
0,1,1,2736870,1932,33139,0,11,0,0,12,0,1,0,1,0,1,4769,6.948836234011323
0,1,1,2941081,269,5552,0,7,0,0,15,0,0,0,0,0,1,4537,1.223716111968261
0,1,1,2720424,1090,46197,0,12,0,1,13,0,1,0,0,1,1,4876,9.47436423297785
0,1,1,3308358,341,484,0,9,1,1,12,0,1,0,0,0,1,3417,0.14164471758852795
0,1,1,3169261,720,6677,0,9,0,0,10,0,0,0,0,0,1,4790,1.3939457202505219
0,1,1,7258370,141,1672,0,13,0,0,14,0,1,2,1,0,1,3833,0.4362118445082181
0,1,1,3484469,1006,72938,0,12,0,1,9,0,1,0,0,1,0,4723,15.443150539911073
0,1,1,3324864,820,26745,0,13,0,0,18,0,1,0,0,0,1,4947,5.406306852637963
0,1,1,2545451,3577,18454,0,14,0,0,15,0,1,1,0,0,1,4058,4.547560374568753
0,1,1,4672392,497,3521,0,11,0,1,4,0,1,0,0,0,1,4134,0.8517174649250121
0,1,1,3607717,434,4213,0,10,0,1,11,0,1,0,0,0,0,4410,0.9553287981859411
0,1,1,3031444,148,50649,0,11,0,0,15,0,1,0,0,0,1,4837,10.471159809799463
0,1,1,6372886,24460,41933,0,8,0,0,15,0,0,0,0,1,1,4542,9.232276530162924
0,1,1,2867875,288,16313,0,12,0,0,5,0,1,0,0,0,1,4583,3.559458869735981
0,1,1,6569681,709,13348,0,8,0,1,16,0,1,0,0,0,0,5294,2.5213449187759727
0,1,1,3507660,290,16555,0,9,0,1,10,0,1,1,0,1,1,4927,3.360056829713822
0,1,1,5632563,2031,97460,0,8,0,0,9,0,1,0,1,0,1,4940,19.728744939271255
0,1,1,2617941,1583,21935,0,12,0,0,13,0,1,0,0,0,1,4877,4.497641993028501
0,1,1,1981775,1238,331,0,10,0,0,11,0,1,0,0,0,1,3987,0.08301981439678957
0,1,1,2679336,309,33876,0,14,0,0,15,0,0,0,0,0,0,4617,7.337231968810916
0,1,1,2457534,100,5629,0,14,0,0,15,0,1,0,0,0,1,4789,1.175401962831489
0,1,1,3228744,267,13187,0,10,0,1,9,0,1,0,0,0,1,4699,2.806341774845712
0,1,1,5977078,202,1232,0,8,0,1,11,0,0,0,0,0,1,4636,0.2657463330457291
0,0,1,2376590,2058,5006,0,11,0,0,16,0,1,0,0,0,1,4214,1.1879449454200284
0,1,1,1740871,891,8636,0,11,0,1,15,0,1,0,0,0,1,4136,2.088007736943907
0,1,1,2171620,5396,12686,0,12,0,1,15,0,1,0,0,0,1,4930,2.5732251521298175
0,1,1,4300167,1818,33430,0,10,0,0,7,0,0,0,0,0,1,4758,7.026061370323665
0,1,1,1279620,761,44957,0,15,0,0,17,0,1,0,1,0,1,4425,10.159774011299435
0,1,1,2174219,161,6181,0,12,0,1,13,0,1,0,1,0,0,4720,1.3095338983050848
0,1,1,2299773,90,7805,0,11,0,1,12,0,1,2,0,0,1,4967,1.5713710489228911
0,1,1,7141577,1045,12375,0,8,0,1,8,0,1,0,0,1,1,4974,2.487937273823884
0,1,1,2814418,3651,36642,0,15,0,1,16,0,1,2,0,0,1,4203,8.718058529621699
0,0,1,2420889,125,22397,0,6,0,0,12,0,0,0,0,0,1,4819,4.6476447395725256
0,1,1,3475238,1,6493,0,6,0,1,14,0,1,0,1,0,1,4867,1.3340867063899733
0,1,1,6035857,6407,14627,0,12,0,1,13,0,1,0,0,1,1,4033,3.6268286635259113
0,1,1,4260259,1269,1837,0,12,0,0,14,0,1,0,0,0,1,4012,0.457876370887338
0,1,1,2696882,83,6813,0,11,0,0,4,0,1,0,1,0,1,4686,1.4539052496798976
0,1,1,2712988,351,21139,0,6,0,1,12,1,0,0,0,0,1,4441,4.759963972078361
0,1,1,2839909,751,12204,0,12,0,1,13,0,1,0,0,0,0,4744,2.572512647554806
0,1,1,3117628,232,13473,0,12,0,0,5,0,0,1,0,1,0,4554,2.958498023715415
0,1,1,3201616,52,18401,0,12,0,0,13,0,1,0,0,0,1,4522,4.06921716054843
0,1,1,4761040,4624,59609,0,12,0,0,13,0,1,2,0,0,0,4543,13.121065375302663
0,1,1,7731466,31,7712,0,7,0,1,8,0,1,1,0,0,1,4072,1.893909626719057
0,1,1,3287519,389,14686,0,12,0,1,14,0,1,0,0,0,1,4621,3.1780999783596626
0,1,1,2942048,729,22366,0,14,0,0,15,0,1,0,0,0,1,4687,4.771922338382761
0,1,1,2515248,1320,9680,0,11,0,0,12,0,1,0,0,0,1,4830,2.0041407867494825
0,1,1,1935322,805,6738,0,15,0,1,16,0,1,0,0,0,0,4860,1.3864197530864197
0,1,1,6640449,1087,24671,0,10,0,0,11,0,1,0,1,0,0,4626,5.333117163856463
0,0,1,419006,95,85,0,14,0,0,15,0,1,0,0,0,0,3875,0.02193548387096774
0,1,1,4831378,1082,58766,0,11,1,0,11,0,0,0,1,0,1,4473,13.137938743572546
0,1,1,3548292,66,502,0,12,0,0,4,0,1,1,0,0,1,4107,0.12223033844655466
0,1,1,5447044,1272,50518,0,12,0,1,13,0,1,0,0,0,1,4669,10.819875776397515
0,1,1,2248993,670,13264,0,13,0,0,7,0,1,0,1,0,1,4960,2.674193548387097
0,1,1,3683371,418,19373,0,10,0,1,11,0,1,0,0,0,0,4722,4.10271071579839
0,1,1,3226824,0,9100,0,12,0,1,13,0,0,0,0,0,1,4215,2.1589561091340452
0,1,1,1971804,230,34878,0,14,0,1,6,0,1,0,0,0,1,4933,7.070342590715589
0,1,1,5831106,73,7167,0,5,0,0,5,0,1,0,0,0,1,4435,1.6160090191657273
0,1,1,12426647,9,50960,0,12,0,1,13,0,1,0,0,0,1,4821,10.570421074465878
0,1,1,3067061,3451,32655,0,13,0,1,14,0,1,0,0,1,0,5023,6.501094963169421
0,1,1,4170946,5185,8611,0,10,0,1,11,0,1,0,0,0,1,5259,1.6373835329910629
